Item,SPSS,OWL ID,FY 19 Calibration Status,Bank status fy18,NOTES,N count in 2018,N count in 2017,N count in 2015,FY18 Calibration Status,Bank status FY16,Fix in 2017,SKIP?,a_FY18,b_FY18,c_FY18,a_FY16,se of a,b_FY16,se of b,c_FY16,se of c,FINAL Resolution,Cog Level_NEW
726,@3422,3422,Include in FY19 calib,FY18_Calibrated&Unused,,709,739,925,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.469912176,0.7772966,0.1830617,1.705627009,0,0.778973815,0,0.17169,0,4.NF.6,CU
727,@3424,3424,Include in FY19 calib,FY18_Calibrated&Unused,,3332,3384,2840,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.288874235,1.5704035,0.14399,2.288874253,0,1.570403497,0,0.14399,0,7.NS.1,PU
728,@3425,3425,Include in FY19 calib,FY18_Calibrated&Unused,,1589,1555,1489,Include FY18 Calib,Operational FY16,,;,1.180289412,2.0501269,0.1963583,1.659656378,0,1.914577746,0,0.22087,0,7.RP.3,ST
729,@3426,3426,Include in FY19 calib,FY18_Calibrated&Unused,,742,780,971,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.028983059,1.5270016,0.2385324,1.579704599,0,1.450018313,0,0.27899,0,7.RP.3,PU
730,@3427,3427,Include in FY19 calib,FY18_Calibrated&Unused,,1787,1865,1931,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.399550294,1.3652762,0.26033,1.399550312,0,1.365276204,0,0.26033,0,6.RP.3b,PU
731,@3428,3428,Include in FY19 calib,FY18_Calibrated&Unused,,3773,3196,1807,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.729655235,0.2299645,0.14476,1.729655245,0,0.22996453,0,0.14476,0,5.MD.1,PU
732,@3429,3429,Include in FY19 calib,FY18_Calibrated&Unused,,730,753,944,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.126081353,0.7739072,0.229826,1.313488824,0,0.759879746,0,0.22676,0,N.Q.3,CU
733,@3431,3431,Include in FY19 calib,FY18_Calibrated&Unused,,802,788,901,Include FY18 Calib,Operational FY16,,;,0.811817882,1.5948865,0.2812618,1.118060266,0,1.721761744,0,0.35335,0,6.RP.3d,PU
734,@3432,3432,Include in FY19 calib,FY18_Calibrated&Unused,,3451,3482,2841,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.066094882,1.6724679,0.12866,1.066094894,0,1.672467872,0,0.12866,0,6.RP.3d,PU
735,@3433,3433,Include in FY19 calib,FY18_Calibrated&Unused,,228,234,508,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.0143554,0.2,1.134237855,0,1.017856694,0,0.20001,0,4.G.1,CU
736,@3435,3435,Include in FY19 calib,FY18_Calibrated&Unused,,318,323,581,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.9999558,0.2,1.410176607,0,1.832593804,0,0.2,0,5.G.3,CU
737,@3436,3436,Include in FY19 calib,FY18 Operational ,,5406,4616,3372,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.435945765,0.9832426,0.42709,1.435945781,0,0.983242605,0,0.42709,0,8.G.5,PU
738,@3437,3437,Include in FY19 calib,FY18_Calibrated&Unused,,678,714,924,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.165691059,0.1678219,0.2264684,1.318465281,0,0.162264608,0,0.1987,0,2.MD.10,PU
739,@3438,3438,Include in FY19 calib,FY18 Operational ,,1617,1336,1156,Include FY18 Calib,Operational FY16,,;,1.398449,-0.9414329,0.1458229,1.666176686,0,-0.723368975,0,0.113,0,2.MD.10,CU
740,@3439,3439,Include in FY19 calib,FY18 Operational ,,576,446,693,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-1.440361,0.2,0.626015205,0,-1.899298167,0,0.2,0,2.MD.10,CU
741,@3440,3440,Include in FY19 calib,FY18 Operational ,,5223,4196,2871,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.392175941,-0.3218638,0.21676,1.39217596,0,-0.321863809,0,0.21676,0,5.NBT.5,PU
742,@3441,3441,Include in FY19 calib,FY18_Calibrated&Unused,,1077,1057,1053,Include FY18 Calib,Operational FY16,,;,0.761875235,-0.9993154,0.1965724,0.815219087,0,-0.862610769,0,0.19609,0,6.RP.1,PU
743,@3442,3442,Include in FY19 calib,FY18 Operational ,,3044,2321,1813,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.540812706,1.1827196,0.27888,1.54081269,0,1.182719612,0,0.27888,0,7.SP.7b,CU
744,@3443,3443,Include in FY19 calib,FY18 Operational ,,425,315,582,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.9087185,0.2,3.096702564,0,1.589972482,0,0.1999,0,7.SP.7b,CU
745,@3444,3444,Include in FY19 calib,FY18_Calibrated&Unused,,228,234,512,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.0944914,0.2,0.797497647,0,-0.061822802,0,0.2,0,7.SP.7b,PU
746,@3445,3445,Include in FY19 calib,FY18 Operational ,,6954,5496,3446,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.102544588,0.4743028,0.20054,2.102544562,0,0.474302857,0,0.20054,0,7.SP.7a,CU
747,@3446,3446,Include in FY19 calib,FY18_Calibrated&Unused,,2107,2142,1995,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.713932588,0.5741266,0.2226,0.713932599,0,0.574126602,0,0.2226,0,7.SP.7b,PU
748,@3447,3447,Include in FY19 calib,FY18_Calibrated&Unused,,2679,2765,2630,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.924471176,1.5178705,0.37425,0.92447119,0,1.517870452,0,0.37425,0,5.G.2,ST
749,@3448,3448,Include in FY19 calib,FY18_Calibrated&Unused,,752,771,980,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.814182,-0.718252,0.1995341,2.3931499,0,-0.545762471,0,0.16932,0,3.OA.7,PU
750,@3449,3449,Include in FY19 calib,FY18_Calibrated&Unused,,287,298,580,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.7788132,0.2,2.081916083,0,-0.535095121,0,0.2,0,3.OA.7,PU
751,@3450,3450,Include in FY19 calib,FY18_Calibrated&Unused,,1036,984,910,Include FY18 Calib,Operational FY16,,;,1.409862647,-0.9633177,0.2289337,1.620682349,0,-0.814004917,0,0.19609,0,4.NBT.5,PU
752,@3453,3453,Include in FY19 calib,FY18_Calibrated&Unused,,1916,1757,1305,Include FY18 Calib,Operational FY16,,;,0.745454941,-1.1707976,0.1851607,1.104658324,0,-0.945623696,0,0.15594,0,7.SP.5,CU
753,@3454,3454,Include in FY19 calib,FY18 Operational ,,5122,3572,2422,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.340325529,-0.3454026,0.17161,1.340325555,0,-0.345402608,0,0.17161,0,5.MD.2,PU
754,@3455,3455,Include in FY19 calib,FY18 Operational ,,5206,3632,2410,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.138590176,-0.2234283,0.18444,1.138590201,0,-0.223428281,0,0.18444,0,5.MD.2,PU
755,@3456,3456,Include in FY19 calib,FY18_Calibrated&Unused,,1721,1767,1833,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.621005882,0.6724282,0.1754,0.621005901,0,0.672428179,0,0.1754,0,4.OA.5,ST
756,@3457,3457,Include in FY19 calib,FY18_Calibrated&Unused,,921,952,1075,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.738256765,-0.7091297,0.1541143,2.14380152,0,-0.597430925,0,0.13414,0,2.NBT.4,PU
757,@3458,3458,Include in FY19 calib,FY18 Operational ,,2280,1436,1529,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.012372176,0.1990767,0.2154,1.01237216,0,0.199076707,0,0.2154,0,2.G.1,CU
758,@3459,3459,Include in FY19 calib,FY18_Calibrated&Unused,,192,199,478,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.2312596,0.2,0.963395947,0,0.275191171,0,0.2,0,3.OA.9,PU
759,@3460,3460,Include in FY19 calib,FY18_Calibrated&Unused,,3445,3131,2005,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.679512941,-0.4850584,0.20105,1.679512931,0,-0.485058431,0,0.20105,0,3.OA.9,PU
760,@3461,3461,Include in FY19 calib,FY18_Calibrated&Unused,,448,465,677,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.5516303,0.2,2.224788008,0,-0.401899376,0,0.19999,0,3.OA.9,PU
761,@3462,3462,Include in FY19 calib,FY18 Operational ,,4475,3758,3354,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.713226353,0.6061348,0.15182,0.71322637,0,0.60613474,0,0.15182,0,3.OA.9,ST
762,@3463,3463,Include in FY19 calib,FY18_Calibrated&Unused,,961,987,1156,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.972560882,-0.115305,0.2023456,1.046139797,0,-0.094598113,0,0.16775,0,3.OA.9,PU
763,@3464,3464,Include in FY19 calib,FY18 Operational ,,1465,1136,1098,Include FY18 Calib,Operational FY16,,;,1.292599353,-0.9506297,0.2112,1.621470699,0,-0.748545626,0,0.23332,0,3.OA.9,ST
764,@3465,3465,Include in FY19 calib,FY18_Calibrated&Unused,,3043,2766,1791,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.645022647,-0.1122431,0.2037,1.64502264,0,-0.112243079,0,0.2037,0,3.OA.7,PU
765,@3466,3466,Include in FY19 calib,FY18_Calibrated&Unused,,4767,4447,3180,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.640128294,-0.1380042,0.10575,1.640128304,0,-0.138004241,0,0.10575,0,3.OA.7,PU
766,@3467,3467,Include in FY19 calib,FY18_Calibrated&Unused,,1697,1333,692,Include FY18 Calib,Operational FY16,,;,1.655151765,-0.4509905,0.2121417,2.271399173,0,-0.221607769,0,0.2,0,3.OA.7,PU
767,@3468,3468,Include in FY19 calib,FY18_Calibrated&Unused,,448,450,692,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.0700731,0.2,2.179342944,0,0.06689777,0,0.19998,0,3.OA.7,PU
768,@3469,3469,Include in FY19 calib,FY18_Calibrated&Unused,,1473,1428,1312,Include FY18 Calib,Operational FY16,,;,0.945194529,-2.0368019,0.2501569,1.063598454,0,-1.809173674,0,0.1962,0,3.NBT.2,PU
769,@3470,3470,Include in FY19 calib,FY18_Calibrated&Unused,,193,196,480,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.0793543,0.2,3.765370762,0,0.090101692,0,0.19997,0,3.OA.8,PU
770,@3471,3471,Include in FY19 calib,FY18_Calibrated&Unused,,1228,1054,743,Include FY18 Calib,Operational FY16,,;,0.999234588,-1.4861861,0.2455065,1.398909778,0,-1.134853471,0,0.19899,0,3.NBT.2,PU
771,@3524,3524,Include in FY19 calib,FY18_Calibrated&Unused,,1050,786,454,Include FY18 Calib,Operational FY16,,;,1.231865529,1.317307,0.1784468,2.049593754,0,1.130898941,0,0.19997,0,5.G.3,CU
772,@3525,3525,Include in FY19 calib,FY18_Calibrated&Unused,,156,157,454,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.8696682,0.2,2.020933964,0,1.692030769,0,0.20001,0,5.MD.1,PU
773,@3526,3526,Include in FY19 calib,FY18_Calibrated&Unused,,2129,2179,2018,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.061578294,1.0485558,0.25211,1.061578309,0,1.048555768,0,0.25211,0,4.G.1,CU
774,@3527,3527,Include in FY19 calib,FY18_Calibrated&Unused,,703,724,913,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.251408412,0.0861853,0.2643644,0.435563103,0,0.209232609,0,0.27399,0,6.NS.5,PU
775,@3528,3528,Include in FY19 calib,FY18_Calibrated&Unused,,167,169,469,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.9208058,0.2,2.56387684,0,0.7169668,0,0.19999,0,6.NS.5,PU
776,@3529,3529,Include in FY19 calib,FY18 Operational ,,3999,2876,1755,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.431921941,-0.4373293,0.22214,1.431921914,0,-0.437329347,0,0.22214,0,4.NF.4a,PU
777,@3531,3531,Include in FY19 calib,FY18_Calibrated&Unused,,211,221,516,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.8842186,0.2,1.280361721,0,-0.75269201,0,0.2,0,7.RP.2,PU
778,@3532,3532,Include in FY19 calib,FY18_Calibrated&Unused,,1737,1784,1859,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.849610824,-0.621268,0.18721,0.849610835,0,-0.621268068,0,0.18721,0,6.SP.5c,CU
779,@3537,3537,Include in FY19 calib,FY18_Calibrated&Unused,,833,855,1051,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.496748941,1.2784933,0.2618613,0.676551694,0,1.201734528,0,0.25882,0,7.EE.3,ST
780,@3538,3538,Include in FY19 calib,FY18_Calibrated&Unused,,607,582,716,Include FY18 Calib,Operational FY16,,;,1.303406059,1.8662257,0.1318731,1.811134451,0,1.711727616,0,0.1503,0,7.EE.3,ST
781,@3539,3539,Include in FY19 calib,FY18_Calibrated&Unused,,1172,1225,1393,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.512480529,0.0423307,0.2836364,0.608277341,0,0.052370204,0,0.2428,0,A.CED.2,ST
782,@3540,3540,Include in FY19 calib,FY18_Calibrated&Unused,,670,644,759,Include FY18 Calib,Operational FY16,,;,0.534155706,2.3224971,0.1973649,0.841201773,0,1.801267597,0,0.18865,0,6.SP.5d,CU
783,@3541,3541,Include in FY19 calib,FY18 Operational ,,762,401,683,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.1818352,0.2,1.51161091,0,1.155265799,0,0.20001,0,6.EE.2a,ST
784,@3542,3542,Include in FY19 calib,FY18_Calibrated&Unused,,1243,1234,1245,Include FY18 Calib,Operational FY16,,;,0.761740588,1.9023373,0.248853,1.119571269,0,1.717043025,0,0.27462,0,6.SP.5d,ST
785,@3543,3543,Include in FY19 calib,FY18 Operational ,,3803,3009,2281,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.274284882,1.1091258,0.20808,1.27428486,0,1.109125857,0,0.20808,0,8.SP.1,ST
786,@3544,3544,Include in FY19 calib,FY18_Calibrated&Unused,,1554,1605,1708,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.580290941,0.6045517,0.24863,0.580290934,0,0.604551686,0,0.24863,0,7.SP.1,CU
787,@3545,3545,Include in FY19 calib,FY18_Calibrated&Unused,,783,809,1030,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.148044882,0.8112702,0.2620408,1.308266009,0,0.804363569,0,0.24989,0,7.EE.4,PU
788,@3567,3567,Include in FY19 calib,FY18_Calibrated&Unused,,3446,3154,2245,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.598214412,1.2662866,0.24178,1.598214388,0,1.266286608,0,0.24178,0,4.NF.6,ST
789,@3570,3570,Include in FY19 calib,FY18_Calibrated&Unused,,677,715,963,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.619876529,0.8170537,0.2222579,0.714293926,0,0.753979825,0,0.18993,0,2.NBT.1,CU
790,@3571,3571,Include in FY19 calib,FY18_Calibrated&Unused,,629,593,684,Include FY18 Calib,Operational FY16,,;,1.252904765,2.0638504,0.1519062,2.297562522,0,1.911088938,0,0.19998,0,7.RP.3,PU
791,@3572,3572,Include in FY19 calib,FY18_Calibrated&Unused,,561,589,835,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.871040353,1.8926775,0.2201777,1.352232918,0,1.742079636,0,0.25715,0,6.EE.1,PU
792,@3573,3573,Include in FY19 calib,FY18 Operational ,,1450,1264,1169,Include FY18 Calib,Operational FY16,,;,1.007884882,1.985473,0.3278554,1.649030084,0,1.899453489,0,0.38192,0,6.SP.4,CU
793,@3574,3574,Include in FY19 calib,FY18_Calibrated&Unused,,3977,4059,3625,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.163915941,0.5752104,0.17999,1.163915929,0,0.575210385,0,0.17999,0,A.CED.1,PU
794,@3578,3578,Include in FY19 calib,FY18_Calibrated&Unused,,707,733,949,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.231779294,0.8890268,0.214476,1.497486315,0,0.89404359,0,0.2138,0,6.RP.3d,PU
795,@3579,3579,Include in FY19 calib,FY18_Calibrated&Unused,,897,915,1118,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.329838647,0.6958067,0.2831519,1.648274582,0,0.712911746,0,0.29076,0,6.RP.3d,PU
796,@3580,3580,Include in FY19 calib,FY18_Calibrated&Unused,,3073,2740,1690,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.304964824,-0.1535364,0.17329,1.304964795,0,-0.153536438,0,0.17329,0,8.F.5,PU
797,@3604,3604,Include in FY19 calib,FY18 Operational ,,1397,1114,1284,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.138918824,-0.7879436,0.2235187,1.266959779,0,-0.696036935,0,0.17,0,3.NF.1,CU
798,@3606,3606,Include in FY19 calib,FY18_Calibrated&Unused,,3267,3004,2212,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.841316765,1.1017342,0.12527,0.841316741,0,1.101734212,0,0.12527,0,6.RP.3c,ST
799,@3607,3607,Include in FY19 calib,FY18_Calibrated&Unused,,1377,1421,1525,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.960817412,0.7422409,0.20987,0.960817387,0,0.742240869,0,0.20987,0,7.SP.5,CU
800,@3608,3608,Include in FY19 calib,FY18_Calibrated&Unused,,1897,1951,1869,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.816418059,0.0350114,0.28439,0.816418035,0,0.035011405,0,0.28439,0,3.NBT.2,ST
801,@3609,3609,Include in FY19 calib,FY18_Calibrated&Unused,,363,378,654,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.0932971,0.2,1.293993598,0,1.076125266,0,0.20002,0,2.G.3,CU
802,@3610,3610,Include in FY19 calib,FY18 Operational ,,3865,3173,2904,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.711605353,0.7766966,0.24272,1.711605326,0,0.776696653,0,0.24272,0,6.EE.6,ST
803,@3612,3612,Include in FY19 calib,FY18_Calibrated&Unused,,5230,4821,3371,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.918131529,0.353114,0.10765,0.918131546,0,0.35311397,0,0.10765,0,4.MD.2,ST
804,@3614,3614,Include in FY19 calib,FY18_Calibrated&Unused,,280,289,595,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,2.1269522,0.2,2.746281208,0,1.514211161,0,0.19996,0,6.G.1,ST
805,@3615,3615,Include in FY19 calib,FY18_Calibrated&Unused,,244,251,555,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.7316004,0.2,2.214325953,0,1.402770234,0,0.2,0,5.NBT.1,PU
806,@3616,3616,Include in FY19 calib,FY18_Calibrated&Unused,,647,682,925,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.894918471,1.5275317,0.2554036,1.208408404,0,1.46889319,0,0.28283,0,4.OA.5,PU
807,@3617,3617,Include in FY19 calib,FY18_Calibrated&Unused,,172,183,490,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.6634681,0.2,1.611780569,0,1.521681959,0,0.19999,0,7.NS.1,PU
808,@3619,3619,Include in FY19 calib,FY18_Calibrated&Unused,,162,168,494,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.3502984,0.2,1.369724423,0,1.289685366,0,0.20001,0,5.NF.1,PU
809,@3620,3620,Include in FY19 calib,FY18_Calibrated&Unused,,451,442,639,Include FY18 Calib,Operational FY16,,;,1.12,2.4904186,0.2,2.372784204,0,2.176658457,0,0.19991,0,5.NBT.3a,CU
810,@3621,3621,Include in FY19 calib,FY18_Calibrated&Unused,,445,459,754,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,2.1540076,0.2,1.3072313,0,1.871463873,0,0.14915,0,5.NF.7c,ST
811,@3623,3623,Include in FY19 calib,FY18_Calibrated&Unused,,755,659,705,Include FY18 Calib,Operational FY16,,;,0.933644,2.3582472,0.2117612,1.829003707,0,2.150172743,0,0.24968,0,6.NS.3,ST
812,@3624,3624,Include in FY19 calib,FY18_Calibrated&Unused,,189,195,507,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.4858259,0.2,1.585436557,0,1.39898917,0,0.19998,0,7.G.1,ST
813,@3626,3626,Include in FY19 calib,FY18 Operational ,,3525,3025,2430,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.233290706,1.0630955,0.22141,1.233290686,0,1.063095512,0,0.22141,0,6.SP.4,ST
814,@3627,3627,Include in FY19 calib,FY18_Calibrated&Unused,,924,886,907,Include FY18 Calib,Operational FY16,,;,1.018170647,-2.2470062,0.2675594,1.143402418,0,-2.141127962,0,0.20103,0,2.MD.10,CU
815,@3628,3628,Include in FY19 calib,FY18_Calibrated&Unused,,1205,1249,1421,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.629536471,0.1046718,0.1895976,1.865809775,0,0.148218047,0,0.17117,0,6.RP.3,PU
816,@3629,3629,Include in FY19 calib,FY18 Operational ,,5577,4275,2649,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.623819294,0.6103542,0.2015,1.623819323,0,0.610354188,0,0.2015,0,3.MD.3,ST
817,@3630,3630,Include in FY19 calib,FY18_Calibrated&Unused,,2614,2696,2589,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.669587941,1.628806,0.30918,0.66958794,0,1.628806019,0,0.30918,0,2.MD.10,CU
818,@3631,3631,Include in FY19 calib,FY18_Calibrated&Unused,,2703,2581,2056,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.414868941,1.3371464,0.23404,0.414868929,0,1.337146549,0,0.23404,0,3.MD.3,CU
819,@3632,3632,Include in FY19 calib,FY18_Calibrated&Unused,,1691,1739,1833,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.567956529,-0.3390643,0.22918,0.567956549,0,-0.339064302,0,0.22918,0,7.EE.4,PU
820,@3634,3634,Include in FY19 calib,FY18_Calibrated&Unused,,1625,1187,509,Include FY18 Calib,Operational FY16,,;,1.046155647,0.0187334,0.1946253,1.234998776,0,0.111880864,0,0.2,0,6.EE.1,CU
821,@3635,3635,Include in FY19 calib,FY18_Calibrated&Unused,,3764,3861,3457,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.165213412,0.7051913,0.25993,1.165213421,0,0.705191312,0,0.25993,0,5.OA.1,PU
822,@3636,3636,Include in FY19 calib,FY18_Calibrated&Unused,,2331,2200,1733,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.117556059,0.9204867,0.28892,2.117556051,0,0.920486684,0,0.28892,0,6.EE.9,ST
823,@3637,3637,Include in FY19 calib,FY18_Calibrated&Unused,,189,195,510,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.6054142,0.2,0.864162453,0,1.660972463,0,0.20001,0,A.APR.1,CU
824,@3638,3638,Include in FY19 calib,FY18 Operational ,,1439,722,953,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.186782706,0.7207375,0.2242843,1.707515763,0,0.727780278,0,0.25177,0,6.RP.3c,CU
825,@3639,3639,Include in FY19 calib,FY18_Calibrated&Unused,,1560,1247,741,Include FY18 Calib,Operational FY16,,;,1.488605647,-0.4307322,0.2191472,1.973567298,0,-0.240604419,0,0.22984,0,6.RP.2,CU
826,@3641,3641,Include in FY19 calib,FY18_Calibrated&Unused,,3291,2632,1120,Include FY18 Calib,Operational FY16,,;,1.121954706,0.4454984,0.1491382,1.378412691,0,0.422549162,0,0.15134,0,7.EE.3,PU
827,@3642,3642,Include in FY19 calib,FY18_Calibrated&Unused,,724,745,977,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.718874,1.844169,0.2627623,1.123562289,0,1.723022099,0,0.31027,0,8.EE.4,PU
828,@3643,3643,Include in FY19 calib,FY18 Operational ,,607,546,756,Include FY18 Calib,Operational FY16,,;,1.228755059,2.3698219,0.1522673,3.003562354,0,2.026517944,0,0.18888,0,8.EE.1,CU
829,@3644,3644,Include in FY19 calib,FY18_Calibrated&Unused,,2316,2372,2273,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.014786471,0.3189687,0.35281,1.01478648,0,0.318968708,0,0.35281,0,2.MD.6,PU
830,@3680,3680,Include in FY19 calib,FY18_Calibrated&Unused,,3967,3578,2413,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.033739706,-0.0135579,0.18754,1.033739717,0,-0.013557915,0,0.18754,0,3.OA.9,CU
831,@3682,3682,Include in FY19 calib,FY18 Operational ,,3851,2435,1075,Include FY18 Calib,Operational FY16,,;,1.538580235,0.6860102,0.3210148,1.134352823,0,0.633606819,0,0.26926,0,6.RP.2,ST
832,@3683,3683,Include in FY19 calib,FY18_Calibrated&Unused,,1959,2005,2007,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.413757,1.3197817,0.43735,1.413757027,0,1.319781662,0,0.43735,0,2.G.1,CU
833,@3684,3684,Include in FY19 calib,FY18_Calibrated&Unused,,173,180,514,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.1468168,0.2,1.854986393,0,0.960659728,0,0.19999,0,2.G.1,CU
834,@3688,3688,Include in FY19 calib,FY18 Operational ,,497,453,649,Include FY18 Calib,Operational FY16,,;,1.12,2.2206446,0.2,2.363931696,0,1.927814514,0,0.20003,0,6.SP.5c,ST
835,@3689,3689,Include in FY19 calib,FY18_Calibrated&Unused,,893,883,1008,Include FY18 Calib,Operational FY16,,;,1.085814235,1.9012232,0.2497943,1.497502739,0,1.717377902,0,0.26238,0,7.SP.7,ST
836,@3690,3690,Include in FY19 calib,FY18 Operational ,,570,480,687,Include FY18 Calib,Operational FY16,,;,1.12,2.1667008,0.2,2.437543831,0,1.824441075,0,0.1999,0,A.CED.1,ST
837,@3691,3691,Include in FY19 calib,FY18_Calibrated&Unused,,2971,2371,1180,Include FY18 Calib,Operational FY16,,;,1.199722353,0.1387478,0.2848202,1.546856703,0,0.364530226,0,0.33679,0,6.EE.5,PU
838,@3692,3692,Include in FY19 calib,FY18_Calibrated&Unused,,991,1016,1218,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.941599647,0.7192361,0.2411808,1.023737532,0,0.685537086,0,0.22071,0,6.EE.4,CU
839,@3693,3693,Include in FY19 calib,FY18_Calibrated&Unused,,933,923,1056,Include FY18 Calib,Operational FY16,,;,1.110722353,1.4796856,0.2695757,1.405085183,0,1.513443989,0,0.29885,0,3.MD.3,ST
840,@3694,3694,Include in FY19 calib,FY18_Calibrated&Unused,,1847,1608,1155,Include FY18 Calib,Operational FY16,,;,0.723158471,1.2053814,0.1876019,1.057094571,0,0.956574231,0,0.1698,0,4.OA.4,ST
841,@3695,3695,Include in FY19 calib,FY18_Calibrated&Unused,,559,589,868,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.512354765,0.909468,0.197575,2.003754515,0,0.946016477,0,0.22875,0,6.RP.3c,PU
842,@3696,3696,Include in FY19 calib,FY18_Calibrated&Unused,,757,776,984,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.201456,1.2139121,0.2333983,1.633443757,0,1.228749957,0,0.2703,0,7.RP.3,PU
