Item,SPSS,OWL ID,FY 19 Calibration Status,Bank status fy18,NOTES,N count in 2018,N count in 2017,N count in 2015,FY18 Calibration Status,Bank status FY16,Fix in 2017,SKIP?,a_FY18,b_FY18,c_FY18,a_FY16,se of a,b_FY16,se of b,c_FY16,se of c,FINAL Resolution,Cog Level_NEW
118,@657,657,Include in FY19 calib,FY18_Calibrated&Unused,,4703,4862,4253,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.836044647,0.0861136,0.09187,0.836044653,0,0.086113613,0,0.09187,0,5.NBT.7,PU
119,@658,658,Include in FY19 calib,FY18_Calibrated&Unused,,1094,1117,1007,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.093315294,-0.7673223,0.2228908,1.220381463,0,-0.675852994,0,0.18296,0,3.OA.9,PU
120,@659,659,Include in FY19 calib,FY18_Calibrated&Unused,,5317,5094,3708,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.485496824,1.3558449,0.0651,1.485496833,0,1.355844855,0,0.0651,0,3.MD.8,PU
121,@660,660,Include in FY19 calib,FY18_Calibrated&Unused,,1710,1758,1554,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.405003059,-0.5534585,0.18767,1.405003063,0,-0.55345855,0,0.18767,0,5.NBT.7,PU
122,@662,662,Include in FY19 calib,FY18_Calibrated&Unused,,482,499,477,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.8350156,0.2,1.467200554,0,-0.675146709,0,0.20001,0,3.OA.7,PU
123,@664,664,Include in FY19 calib,FY18_Calibrated&Unused,,3267,3371,2996,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.016039647,-0.0360677,0.33383,2.016039628,0,-0.036067728,0,0.33383,0,7.RP.3,CU
124,@665,665,Include in FY19 calib,FY18_Calibrated&Unused,,2638,1979,304,Include FY18 Calib,Operational FY16,,;,1.036363353,0.161521,0.1607934,1.614375553,0,0.313616767,0,0.20001,0,5.NBT.7,PU
125,@666,666,Include in FY19 calib,FY18_Calibrated&Unused,,231,235,259,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.046097,0.2,1.614375553,0,0.06538778,0,0.20002,0,5.NBT.7,PU
126,@699,699,Include in FY19 calib,FY18_Calibrated&Unused,,2579,2452,1654,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.287571824,-0.8486007,0.16549,1.287571834,0,-0.84860074,0,0.16549,0,4.NBT.2,CU
127,@717,717,Include in FY19 calib,FY18_Calibrated&Unused,,2879,2953,2681,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.899473941,1.033742,0.15749,0.899473941,0,1.033742034,0,0.15749,0,4.NBT.2,CU
128,@756,756,Include in FY19 calib,FY18 Operational ,,3369,3071,2664,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.799686941,0.9757901,0.19157,1.79968696,0,0.975790073,0,0.19157,0,7.NS.1,PU
129,@809,809,Include in FY19 calib,FY18_Calibrated&Unused,,1712,1548,846,Include FY18 Calib,Operational FY16,,;,0.980873941,-1.1674979,0.1428837,1.449561234,0,-0.910352031,0,0.11576,0,5.NBT.7,PU
130,@810,810,Include in FY19 calib,FY18 Operational ,,2812,1934,1772,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.038141353,0.5047645,0.17124,1.038141335,0,0.504764473,0,0.17124,0,6.NS.3,PU
131,@811,811,Include in FY19 calib,FY18 Operational ,,5135,4073,3651,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.335841824,-0.1180151,0.14837,1.335841818,0,-0.118015138,0,0.14837,0,6.NS.3,PU
132,@813,813,Include in FY19 calib,FY18_Calibrated&Unused,,4458,4569,3861,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.934062765,-0.1287373,0.18093,0.934062776,0,-0.128737286,0,0.18093,0,5.NBT.7,PU
133,@815,815,Include in FY19 calib,FY18_Calibrated&Unused,,2957,3039,2724,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.025938353,-0.368984,0.09415,1.025938341,0,-0.368984026,0,0.09415,0,3.OA.8,PU
134,@816,816,Include in FY19 calib,FY18_Calibrated&Unused,,8692,8467,6388,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.682699176,0.5186406,0.12799,1.682699177,0,0.518640552,0,0.12799,0,5.NBT.7,PU
135,@820,820,Include in FY19 calib,FY18_Calibrated&Unused,,4198,4296,3630,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.920365176,-0.2446595,0.13889,0.920365203,0,-0.244659474,0,0.13889,0,5.NBT.7,PU
136,@822,822,Include in FY19 calib,FY18_Calibrated&Unused,,5929,5642,4047,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.603765706,-0.3030559,0.29675,1.603765683,0,-0.303055908,0,0.29675,0,3.MD.1,PU
137,@823,823,Include in FY19 calib,FY18_Calibrated&Unused,,4552,4677,3902,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.962197,0.1999657,0.10452,0.962196999,0,0.199965653,0,0.10452,0,3.MD.1,PU
138,@824,824,Include in FY19 calib,FY18_Calibrated&Unused,,6337,5943,4072,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.308331706,0.2798368,0.1698,1.308331705,0,0.279836826,0,0.1698,0,7.EE.3,ST
139,@843,843,Include in FY19 calib,FY18_Calibrated&Unused,,8022,7495,4945,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.223321353,0.5247597,0.14161,1.223321349,0,0.524759666,0,0.14161,0,3.MD.7b,PU
140,@845,845,Include in FY19 calib,FY18_Calibrated&Unused,,7326,6767,4430,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.005129176,0.3035157,0.18722,1.005129199,0,0.303515664,0,0.18722,0,4.MD.2,ST
141,@848,848,Include in FY19 calib,FY18 Operational ,,12455,10739,8051,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.554280353,0.5704186,0.05541,1.554280327,0,0.570418602,0,0.05541,0,6.NS.6a,CU
142,@851,851,Include in FY19 calib,FY18_Calibrated&Unused,,3627,3119,1632,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.331620882,0.2266949,0.1591,1.331620863,0,0.226694914,0,0.1591,0,4.NF.4a,PU
143,@887,887,Include in FY19 calib,FY18_Calibrated&Unused,"N<150, try to calib?",122,127,181,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.4587271,0.2,1.614375553,0,0.662284455,0,0.2,0,6.EE.1,PU
144,@890,890,Include in FY19 calib,FY18_Calibrated&Unused,,2631,2513,1830,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.060959118,0.9854406,0.08306,2.060959126,0,0.985440615,0,0.08306,0,3.MD.7b,PU
145,@891,891,Include in FY19 calib,FY18_Calibrated&Unused,,3749,3840,3456,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.242340294,-0.3360017,0.08227,1.242340281,0,-0.336001701,0,0.08227,0,3.NBT.2,PU
146,@897,897,Include in FY19 calib,FY18_Calibrated&Unused,,2544,2619,2350,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.022505765,-0.3948852,0.16841,1.022505736,0,-0.394885229,0,0.16841,0,7.RP.3,CU
147,@900,900,Include in FY19 calib,FY18_Calibrated&Unused,,1488,1325,702,Include FY18 Calib,Operational FY16,,;,1.468679235,-1.6646706,0.1714204,2.286574901,0,-1.18713688,0,0.15112,0,7.RP.3,PU
148,@902,902,Include in FY19 calib,FY18_Calibrated&Unused,,4809,4938,4137,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.823698765,0.4021947,0.3295,1.823698772,0,0.402194738,0,0.3295,0,4.NF.4b,CU
149,@904,904,Include in FY19 calib,FY18_Calibrated&Unused,,4083,3508,1754,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.777416059,0.423846,0.2138,1.777416086,0,0.423846049,0,0.2138,0,4.NF.4b,CU
150,@912,912,Include in FY19 calib,FY18_Calibrated&Unused,,3188,3267,2937,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.01996,0.6516293,0.17397,1.019960024,0,0.651629282,0,0.17397,0,5.NBT.3b,CU
151,@913,913,Include in FY19 calib,FY18_Calibrated&Unused,,1367,1408,1333,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.499859706,1.3418674,0.1158021,1.786843432,0,1.293289859,0,0.1145,0,4.NF.6,PU
152,@918,918,Include in FY19 calib,FY18 Operational ,,753,306,330,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.3997548,0.2,1.614375553,0,1.260709386,0,0.20003,0,8.EE.2,ST
153,@921,921,Include in FY19 calib,FY18 Operational ,,1050,256,301,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.5241038,0.2,1.614375553,0,0.724528928,0,0.2,0,4.OA.4,CU
154,@923,923,Include in FY19 calib,FY18_Calibrated&Unused,,1997,2046,1890,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.871919471,0.9139475,0.323,1.871919483,0,0.913947452,0,0.323,0,6.EE.1,PU
155,@924,924,Include in FY19 calib,FY18_Calibrated&Unused,,4953,5106,4606,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.724843,0.865232,0.20656,1.724843028,0,0.865232003,0,0.20656,0,6.EE.2,PU
156,@927,927,Include in FY19 calib,FY18_Calibrated&Unused,,2309,2363,2091,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.128982176,-0.6815094,0.19814,1.128982192,0,-0.681509369,0,0.19814,0,6.EE.6,PU
157,@930,930,Include in FY19 calib,FY18_Calibrated&Unused,,3875,3955,3575,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.590642941,0.3829484,0.16809,1.590642948,0,0.382948453,0,0.16809,0,7.NS.1c,PU
158,@931,931,Include in FY19 calib,FY18 Operational ,,2288,1171,1135,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.389830353,0.6400959,0.3308006,1.617955974,0,0.676276219,0,0.34443,0,6.NS.5,CU
159,@932,932,Include in FY19 calib,FY18_Calibrated&Unused,,7751,7382,5351,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.048570529,0.2214769,0.17198,1.048570542,0,0.221476924,0,0.17198,0,3.MD.3,ST
160,@933,933,Include in FY19 calib,FY18_Calibrated&Unused,,7388,6885,4661,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.413839118,0.2775231,0.10423,1.413839147,0,0.277523132,0,0.10423,0,3.MD.3,PU
161,@934,934,Include in FY19 calib,FY18_Calibrated&Unused,,5483,5647,5029,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.739077647,-0.0261675,0.27311,0.739077664,0,-0.026167551,0,0.27311,0,6.SP.4,CU
162,@936,936,Include in FY19 calib,FY18_Calibrated&Unused,,4071,4212,3739,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.126633588,1.2897949,0.30692,1.126633567,0,1.289794962,0,0.30692,0,4.OA.5,PU
163,@941,941,Include in FY19 calib,FY18_Calibrated&Unused,,2823,2879,2603,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.478927235,0.4412109,0.18769,1.478927253,0,0.441210936,0,0.18769,0,4.OA.2,PU
164,@944,944,Include in FY19 calib,FY18 Operational ,,7333,6335,4450,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.312815471,-0.2548884,0.13992,1.312815442,0,-0.254888439,0,0.13992,0,5.MD.2,CU
165,@945,945,Include in FY19 calib,FY18_Calibrated&Unused,,3171,3083,2224,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.533996765,-0.7019856,0.11411,1.533996751,0,-0.701985566,0,0.11411,0,5.NBT.1,PU
166,@947,947,Include in FY19 calib,FY18 Operational ,,1814,1704,1359,Include FY18 Calib,Operational FY16,,;,1.313917,-1.3589108,0.2310604,1.575385101,0,-1.1701982,0,0.18205,0,3.MD.1,PU
167,@948,948,Include in FY19 calib,FY18 Operational ,,6412,5639,4793,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.408550647,0.5966121,0.29205,1.408550636,0,0.59661206,0,0.29205,0,6.SP.5,PU
168,@949,949,Include in FY19 calib,FY18_Calibrated&Unused,,2303,2397,2191,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.301088765,0.7117914,0.25278,1.301088744,0,0.711791431,0,0.25278,0,6.SP.5,PU
169,@950,950,Include in FY19 calib,FY18_Calibrated&Unused,,2595,2688,2423,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.161435941,0.9166691,0.22113,1.161435913,0,0.916669087,0,0.22113,0,5.MD.1,PU
170,@952,952,Include in FY19 calib,FY18_Calibrated&Unused,,5314,4818,3068,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.915590765,0.2191084,0.13294,1.915590761,0,0.219108432,0,0.13294,0,5.MD.1,PU
171,@957,957,Include in FY19 calib,FY18_Calibrated&Unused,,8655,8167,5556,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.294108588,0.3457954,0.2403,1.294108566,0,0.345795388,0,0.2403,0,5.MD.1,PU
172,@958,958,Include in FY19 calib,FY18_Calibrated&Unused,,4471,4516,3831,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.813576706,-1.0751175,0.21846,0.813576692,0,-1.07511753,0,0.21846,0,2.MD.2,CU
173,@959,959,Include in FY19 calib,FY18 Operational ,,5219,4468,3475,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.330936,1.2553696,0.15184,2.330935984,0,1.255369622,0,0.15184,0,7.SP.8a,PU
174,@962,962,Include in FY19 calib,FY18_Calibrated&Unused,,5442,5602,4995,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.117222647,0.210633,0.23209,1.117222645,0,0.210633003,0,0.23209,0,7.SP.5,CU
175,@975,975,Include in FY19 calib,FY18 Operational ,,5934,4903,3370,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.671990765,-0.2916457,0.18763,1.671990763,0,-0.29164574,0,0.18763,0,4.NF.4c,PU
176,@977,977,Include in FY19 calib,FY18 Operational ,,6148,4978,3503,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.512202176,-0.3556864,0.16388,1.512202172,0,-0.355686371,0,0.16388,0,5.NBT.3a,CU
177,@979,979,Include in FY19 calib,FY18_Calibrated&Unused,,8404,8592,7437,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.201986647,0.0106385,0.13463,1.201986641,0,0.010638459,0,0.13463,0,3.MD.8,PU
178,@982,982,Include in FY19 calib,FY18 Operational ,,4118,3247,2704,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.670491235,0.605258,0.27529,0.670491257,0,0.605257972,0,0.27529,0,6.NS.3,PU
179,@985,985,Include in FY19 calib,FY18_Calibrated&Unused,,2714,2778,2537,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.076310588,1.3794019,0.23755,1.07631059,0,1.379401919,0,0.23755,0,5.NF.6,PU
180,@990,990,Include in FY19 calib,FY18 Operational ,,10214,8760,6561,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.700946176,-0.0147574,0.17008,1.700946184,0,-0.014757383,0,0.17008,0,4.MD.2,PU
181,@991,991,Include in FY19 calib,FY18_Calibrated&Unused,,1188,1214,1110,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.776745824,-1.2429272,0.2382355,0.870732032,0,-1.119650062,0,0.18745,0,4.OA.2,PU
182,@992,992,Include in FY19 calib,FY18_Calibrated&Unused,,4010,4110,3681,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.331177412,-0.3210236,0.1535,1.331177416,0,-0.321023573,0,0.1535,0,6.RP.3c,PU
183,@996,996,Include in FY19 calib,FY18_Calibrated&Unused,,10883,10458,7663,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.198143412,0.5977263,0.16756,1.198143437,0,0.597726287,0,0.16756,0,6.RP.3b,PU
184,@1006,1006,Include in FY19 calib,FY18_Calibrated&Unused,,2216,2243,1992,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.077542412,1.5522348,0.22416,1.077542386,0,1.552234905,0,0.22416,0,6.SP.4,PU
185,@1008,1008,Include in FY19 calib,FY18 Operational ,,5007,4087,3568,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.781308588,-0.1235619,0.25265,1.781308562,0,-0.123561916,0,0.25265,0,7.RP.3,CU
186,@1009,1009,Include in FY19 calib,FY18_Calibrated&Unused,,4392,4515,4015,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.604882529,-0.4766987,0.19696,1.604882511,0,-0.476698687,0,0.19696,0,3.OA.6,PU
187,@1012,1012,Include in FY19 calib,FY18_Calibrated&Unused,,3882,3971,3503,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.171241,-0.5249636,0.07149,1.17124101,0,-0.524963574,0,0.07149,0,3.OA.7,PU
188,@1015,1015,Include in FY19 calib,FY18_Calibrated&Unused,,9397,8911,6367,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.361101824,0.3337763,0.14767,1.36110185,0,0.333776354,0,0.14767,0,3.NBT.2,PU
189,@1018,1018,Include in FY19 calib,FY18 Operational ,,3426,3178,2312,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.003114,-1.0539655,0.19482,2.003113981,0,-1.05396549,0,0.19482,0,4.NF.4b,CU
190,@1019,1019,Include in FY19 calib,FY18_Calibrated&Unused,,698,722,696,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.577192059,-1.1416851,0.2280867,0.705983409,0,-0.974514435,0,0.2,0,4.NF.4b,CU
191,@1020,1020,Include in FY19 calib,FY18_Calibrated&Unused,,2426,2493,2248,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.183657529,-0.4720713,0.19838,1.183657515,0,-0.472071298,0,0.19838,0,6.SP.5,CU
192,@1024,1024,Include in FY19 calib,FY18_Calibrated&Unused,,3572,3673,3233,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.291645,-0.5739956,0.10095,1.291644973,0,-0.573995634,0,0.10095,0,2.OA.1,PU
193,@1027,1027,Include in FY19 calib,FY18_Calibrated&Unused,,2845,2915,2589,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.175347,-0.8498794,0.13408,1.175346997,0,-0.84987936,0,0.13408,0,2.OA.1,PU
194,@1037,1037,Include in FY19 calib,FY18_Calibrated&Unused,,2320,2394,2177,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.899260412,-0.4114891,0.22276,0.89926043,0,-0.411489032,0,0.22276,0,3.OA.7,PU
195,@1039,1039,Include in FY19 calib,FY18_Calibrated&Unused,,5975,6116,5437,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.213319176,-0.0210774,0.13408,1.213319165,0,-0.021077423,0,0.13408,0,3.OA.8,PU
196,@1040,1040,Include in FY19 calib,FY18 Operational ,,3960,2952,1815,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.263609294,-0.272022,0.19598,1.263609294,0,-0.272021957,0,0.19598,0,5.NBT.7,PU
197,@1041,1041,Include in FY19 calib,FY18 Operational ,,2654,2514,2037,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.553163471,-0.9441807,0.1151,1.553163499,0,-0.944180681,0,0.1151,0,2.OA.1,PU
198,@1050,1050,Include in FY19 calib,FY18 Operational ,,3758,3716,3320,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.303782294,-0.5393694,0.06348,1.303782271,0,-0.539369368,0,0.06348,0,3.MD.3,ST
199,@1053,1053,Include in FY19 calib,FY18 Operational ,,4450,3895,3016,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.352216471,1.1167367,0.15563,1.352216494,0,1.116736695,0,0.15563,0,6.SP.5c,ST
200,@1055,1055,Include in FY19 calib,FY18_Calibrated&Unused,,3905,4044,3683,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.990988176,0.8942263,0.17792,0.99098818,0,0.89422625,0,0.17792,0,6.SP.5,PU
201,@1056,1056,Include in FY19 calib,FY18 Operational ,,9301,7861,5578,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.503908059,0.4878562,0.16404,1.503908078,0,0.487856237,0,0.16404,0,6.SP.5,PU
202,@1064,1064,Include in FY19 calib,FY18_Calibrated&Unused,,1481,1505,1347,Include FY18 Calib,Operational FY16,,;,1.074849706,2.0346838,0.1747794,1.505435506,0,1.910212169,0,0.20889,0,6.SP.5,ST
203,@1065,1065,Include in FY19 calib,FY18_Calibrated&Unused,,1735,1781,1591,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.136258,-0.0296198,0.14005,1.136258001,0,-0.029619827,0,0.14005,0,7.SP.7b,CU
204,@1066,1066,Include in FY19 calib,FY18_Calibrated&Unused,,7300,7149,5627,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.377476529,1.0943974,0.25999,1.377476526,0,1.094397365,0,0.25999,0,4.MD.3,PU
205,@1067,1067,Include in FY19 calib,FY18 Operational ,,4336,4119,3689,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.754521118,1.2490435,0.17396,1.754521102,0,1.249043494,0,0.17396,0,8.EE.7b,PU
206,@1071,1071,Include in FY19 calib,FY18_Calibrated&Unused,,1002,1019,962,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.953288,0.5470608,0.2815135,1.044645218,0,0.533338602,0,0.26165,0,6.RP.3c,PU
207,@1074,1074,Include in FY19 calib,FY18_Calibrated&Unused,,443,460,502,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.8462943,0.2,1.048833325,0,0.830465698,0,0.2,0,7.RP.3,PU
208,@1075,1075,Include in FY19 calib,FY18_Calibrated&Unused,,216,223,284,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.2388776,0.2,1.614375553,0,1.184381819,0,0.20005,0,4.OA.4,CU
209,@1077,1077,Include in FY19 calib,FY18_Calibrated&Unused,,1753,1811,1699,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.188962471,1.7211346,0.33447,1.18896245,0,1.721134611,0,0.33447,0,7.RP.1,PU
210,@1078,1078,Include in FY19 calib,FY18_Calibrated&Unused,,2141,2210,2020,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.977307059,0.2492047,0.25298,0.977307031,0,0.249204727,0,0.25298,0,6.SP.4,CU
211,@1086,1086,Include in FY19 calib,FY18_Calibrated&Unused,,6388,6002,4144,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.145685353,0.4128073,0.18896,1.145685347,0,0.41280729,0,0.18896,0,4.NF.1,PU
212,@1234,1234,Include in FY19 calib,FY18_Calibrated&Unused,,964,980,934,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.768819353,-1.2878576,0.2615468,0.865903391,0,-1.170003363,0,0.20582,0,4.NBT.4,PU
213,@1245,1245,Include in FY19 calib,FY18_Calibrated&Unused,,890,925,877,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.996799941,-0.7414958,0.2131952,1.113773616,0,-0.658774275,0,0.17101,0,3.NBT.2,PU
214,@1247,1247,Include in FY19 calib,FY18_Calibrated&Unused,,1366,1402,1294,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.744217353,-0.7407311,0.2320747,0.802441256,0,-0.695178433,0,0.18644,0,3.NBT.2,PU
215,@1248,1248,Include in FY19 calib,FY18_Calibrated&Unused,,778,799,763,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.015825235,-0.5261142,0.2496893,1.106021512,0,-0.489150018,0,0.19985,0,3.NBT.2,PU
216,@1299,1299,Include in FY19 calib,FY18_Calibrated&Unused,,230,237,289,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.3112622,0.2,1.614375553,0,1.16231039,0,0.20001,0,3.NF.1,CU
217,@1300,1300,Include in FY19 calib,FY18_Calibrated&Unused,,630,654,658,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.618454235,-0.5487906,0.2672272,0.700235027,0,-0.55656986,0,0.2,0,4.NF.1,CU
218,@1301,1301,Include in FY19 calib,FY18_Calibrated&Unused,,2661,2751,2494,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.527164412,0.6926121,0.37858,1.527164389,0,0.69261212,0,0.37858,0,4.NF.1,CU
219,@1302,1302,Include in FY19 calib,FY18_Calibrated&Unused,,195,201,265,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.7152761,0.2,1.614375553,0,0.708150406,0,0.2,0,4.NF.1,CU
220,@1303,1303,Include in FY19 calib,FY18_Calibrated&Unused,,157,163,228,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.9383428,0.2,1.614375553,0,0.906214841,0,0.20002,0,4.NF.1,CU
221,@1353,1353,Include in FY19 calib,FY18 Operational ,,6832,5523,3928,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.814747706,-0.2864643,0.18567,1.81474772,0,-0.286464282,0,0.18567,0,4.OA.3,PU
222,@1354,1354,Include in FY19 calib,FY18_Calibrated&Unused,,2907,2979,2718,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.322554824,0.6460034,0.40455,1.322554844,0,0.646003351,0,0.40455,0,3.NF.1,PU
223,@1355,1355,Include in FY19 calib,FY18_Calibrated&Unused,,6992,7147,6303,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.052446588,0.1576555,0.09339,1.052446593,0,0.157655485,0,0.09339,0,5.NBT.7,PU
224,@1356,1356,Include in FY19 calib,FY18_Calibrated&Unused,,6759,6542,4890,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.182557118,-0.2233308,0.19289,1.18255711,0,-0.223330863,0,0.19289,0,5.NBT.7,CU
225,@1365,1365,Include in FY19 calib,FY18_Calibrated&Unused,,2386,2181,1378,Include FY18 Calib,Operational FY16,,;,1.554378353,1.169559,0.1954214,1.901778221,0,1.193003375,0,0.2261,0,3.MD.7b,PU
226,@1367,1367,Include in FY19 calib,FY18_Calibrated&Unused,,3430,3528,3193,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",2.172691235,0.9447622,0.30194,2.172691245,0,0.944762211,0,0.30194,0,3.MD.7b,PU
227,@1370,1370,Include in FY19 calib,FY18_Calibrated&Unused,,1222,1267,1204,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.275871882,1.1450163,0.226655,1.514419405,0,1.148677858,0,0.24499,0,4.G.1,CU
